symbol,earnings_date,entry_date,beat_streak,surprise,entry_price,exit_price,mom_60d,above_sma200,vix_at_entry,equity_return,call_cost,call_pnl,call_return,hold_days
XOM,2025-09-30,2025-09-10,4,0.030299999,112.5,111.98999786376952,0.00017774793836805556,True,15.350000381469728,-0.0045333523220487375,2.7724462503006877,-2.5003497339363467,-0.9018568831280929,21
XOM,2025-12-31,2025-12-11,4,0.0112,119.54000091552734,122.6500015258789,0.04692990268852228,True,14.850000381469728,0.026016401091959476,2.849980849517858,0.5318220537653349,0.18660548328081056,22
PANW,2025-07-31,2025-07-11,4,0.0731,187.38999938964844,172.8800048828125,0.07385664327322239,True,16.399999618530273,-0.07743206443298319,4.93392416298922,-4.485154016473,-0.9090439715546151,21
PANW,2025-10-31,2025-10-10,4,0.0436,208.5500030517578,219.22999572753903,0.06123233797935589,True,21.65999984741211,0.0512107049604342,7.252218358908077,4.041463049530283,0.5572726646552301,24
BAC,2025-06-30,2025-06-10,4,0.0373,45.09000015258789,48.150001525878906,0.08094924625254006,True,16.950000762939453,0.06786430168409281,1.2270215238850213,1.9621616643581627,1.599125709014073,21
BAC,2025-09-30,2025-09-10,4,0.1204,50.130001068115234,50.68000030517578,0.1141033532580809,True,15.350000381469728,0.01097145871417843,1.2354020754565826,-0.5622681674841141,-0.4551296931214154,21
BAC,2025-12-31,2025-12-11,4,0.0223,54.560001373291016,55.95000076293945,0.04453812763951559,True,14.850000381469728,0.025476527761395727,1.3007776298531866,0.21321147286251652,0.1639107776527344,22
BILL,2025-12-31,2025-12-11,4,0.1418,54.959999084472656,50.560001373291016,0.043122252026280325,True,14.850000381469728,-0.08005818385147556,1.3103140679323884,-1.1982690281205683,-0.914489935997847,22
NTAP,2025-10-31,2025-10-10,4,0.0876,113.94000244140624,116.94000244140624,0.048885374543401194,True,21.65999984741211,0.026329646618559212,3.962204581289421,-0.6348553896013494,-0.1602278167561828,24
SYK,2025-06-30,2025-06-10,4,0.0195,385.0499877929687,396.739990234375,0.03002206966646939,True,16.950000762939453,0.03035970084926146,10.478257289748994,2.276160320471716,0.21722699276515295,21
SYK,2025-09-30,2025-09-10,4,0.0187,382.9700012207031,364.1499938964844,0.01527536382711163,True,15.350000381469728,-0.0491422494300615,9.437899945439895,-8.553142854062322,-0.9062548769861605,21
DDOG,2025-09-30,2025-09-10,4,0.2033,139.1300048828125,152.6999969482422,0.12362541489252496,True,15.350000381469728,0.09753461934296291,3.428715203037066,10.512284434595674,3.065954391687058,21
DDOG,2025-12-31,2025-12-11,4,0.0633,149.89999389648438,133.77000427246094,0.08732486238078244,True,14.850000381469728,-0.1076050052087543,3.5738004741167155,-3.2773553584673922,-0.9170504571264316,22
HUM,2025-09-30,2025-09-10,4,0.1464,273.5799865722656,246.77000427246097,0.1395934975401769,True,15.350000381469728,-0.09799686971153079,6.742096070485247,-6.142531289821271,-0.9110714569481322,21
HUM,2025-12-31,2025-12-11,4,0.0068,266.489990234375,264.4800109863281,0.006116570762672657,True,14.850000381469728,-0.007542419309179757,6.353449581223129,-5.767340551248931,-0.9077494796360116,22
